,Fp1,Cz,F4,Fp2,AF3,PO7,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.3170731707317073,0.34146341463414637,0.0,0.34146341463414637,0.0,0.0,0.0
F4,0.0,0.22580645161290322,0.532258064516129,0.0,0.24193548387096775,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.30952380952380953,0.35714285714285715,0.0,0.3333333333333333,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
