,bankssts-rh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.754257907542579,0.00851581508515815,0.09124087591240876,0.038929440389294405,0.0,0.0948905109489051,0.0,0.012165450121654502
frontalpole-rh,0.005600497822028625,0.37710018668326073,0.06845052893590542,0.24019912881144992,0.021779713752333542,0.18668326073428748,0.1001866832607343,0.0
insula-rh,0.054823039555863984,0.07356002775850104,0.45176960444136016,0.033310201249132546,0.15058986814712005,0.1852879944482998,0.049271339347675226,0.0013879250520471894
lateralorbitofrontal-rh,0.018201284796573874,0.20877944325481798,0.029978586723768737,0.3993576017130621,0.06477516059957174,0.15096359743040685,0.11402569593147752,0.013918629550321198
parahippocampal-rh,0.0,0.03023598820058997,0.16297935103244837,0.09070796460176991,0.5081120943952803,0.04129793510324484,0.11651917404129794,0.05014749262536873
rostralanteriorcingulate-lh,0.04939689833429064,0.16197587593337162,0.15680643308443423,0.1481906950028719,0.027570361860999426,0.4066628374497415,0.04939689833429064,0.0
rostralanteriorcingulate-rh,0.0,0.12940330697340044,0.056793673616103525,0.1588785046728972,0.10927390366642703,0.0704529115744069,0.42990654205607476,0.04529115744069015
temporalpole-rh,0.010775862068965518,0.0,0.004310344827586207,0.034482758620689655,0.08189655172413793,0.0,0.07435344827586207,0.7941810344827587
