,bankssts-rh,caudalanteriorcingulate-lh,frontalpole-rh,fusiform-lh,insula-rh,parahippocampal-lh,rostralanteriorcingulate-rh,transversetemporal-rh
bankssts-rh,0.8454706927175843,0.0,0.0,0.0,0.0,0.0,0.0,0.15452930728241562
caudalanteriorcingulate-lh,0.0,0.7560975609756098,0.0,0.0,0.0,0.02053915275994865,0.0,0.2233632862644416
frontalpole-rh,0.0,0.0,0.765,0.0,0.02666666666666667,0.0,0.20833333333333334,0.0
fusiform-lh,0.0,0.0,0.0,0.6549893842887473,0.0,0.34501061571125263,0.0,0.0
insula-rh,0.0,0.0,0.035541195476575124,0.0,0.962843295638126,0.0016155088852988692,0.0,0.0
parahippocampal-lh,0.0,0.019656019656019656,0.0,0.39434889434889436,0.0036855036855036856,0.5823095823095823,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.20465890183028287,0.0,0.0,0.0,0.7953410981697171,0.0
transversetemporal-rh,0.1111111111111111,0.20650953984287318,0.0,0.0,0.0,0.0,0.0,0.6823793490460157
