,Fp1,Fz,P3,P8,AF7,AF3,AFz,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.5217391304347826
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.691358024691358,0.12345679012345678,0.0,0.18518518518518517,0.0
AF7,0.0,0.0,0.0,0.34375,0.3125,0.0,0.34375,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.358974358974359,0.2564102564102564,0.0,0.38461538461538464,0.0
AF8,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
