,Fp1,Fz,P3,P8,CP3,P1,P5,PO3
Fp1,0.8874172185430463,0.033112582781456956,0.0,0.07947019867549669,0.0,0.0,0.0,0.0
Fz,0.03571428571428571,0.8214285714285714,0.0,0.13095238095238096,0.011904761904761904,0.0,0.0,0.0
P3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P8,0.06502242152466367,0.06726457399103139,0.0,0.6345291479820628,0.05829596412556054,0.05829596412556054,0.05829596412556054,0.05829596412556054
CP3,0.0,0.012307692307692308,0.0,0.08,0.23384615384615384,0.2246153846153846,0.2246153846153846,0.2246153846153846
P1,0.0,0.0,0.0,0.08074534161490683,0.22981366459627328,0.22981366459627328,0.22981366459627328,0.22981366459627328
P5,0.0,0.0030864197530864196,0.0,0.08024691358024691,0.23148148148148148,0.22839506172839505,0.22839506172839505,0.22839506172839505
PO3,0.0,0.0,0.0,0.08074534161490683,0.22981366459627328,0.22981366459627328,0.22981366459627328,0.22981366459627328
