,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.32989690721649484,0.0,0.0,0.041237113402061855,0.1958762886597938,0.26804123711340205,0.16494845360824742,0.0
parsopercularis-lh,0.0,0.515625,0.484375,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.49230769230769234,0.5076923076923077,0.0,0.0,0.0,0.0,0.0
postcentral-lh,0.08333333333333333,0.0,0.0,0.6166666666666667,0.23333333333333334,0.05,0.016666666666666666,0.0
rostralmiddlefrontal-lh,0.20833333333333334,0.0,0.0,0.16666666666666666,0.3125,0.17708333333333334,0.13541666666666666,0.0
superiorparietal-rh,0.23300970873786409,0.0,0.0,0.009708737864077669,0.14563106796116504,0.44660194174757284,0.1650485436893204,0.0
superiortemporal-rh,0.208955223880597,0.0,0.0,0.0,0.16417910447761194,0.22388059701492538,0.40298507462686567,0.0
supramarginal-rh,0.0,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.8846153846153846
