,TP9,F4,Fp2,AF7,AFz,C2,AF8,AF4
TP9,0.37349397590361444,0.24096385542168675,0.0,0.0,0.0,0.21686746987951808,0.1686746987951807,0.0
F4,0.2916666666666667,0.2638888888888889,0.0,0.0,0.0,0.25,0.19444444444444445,0.0
Fp2,0.0,0.0,0.3333333333333333,0.2976190476190476,0.3333333333333333,0.0,0.0,0.03571428571428571
AF7,0.0,0.0,0.325,0.3125,0.325,0.0,0.0,0.0375
AFz,0.0,0.0,0.3372093023255814,0.29069767441860467,0.3372093023255814,0.0,0.0,0.03488372093023256
C2,0.28125,0.265625,0.0,0.0,0.0,0.25,0.203125,0.0
AF8,0.25862068965517243,0.25862068965517243,0.0,0.0,0.0,0.25862068965517243,0.22413793103448276,0.0
AF4,0.0,0.0,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.0,0.0,0.2
