,F7,FT9,FC5,C3,F5,FT7,FC3,C5
F7,0.18,0.2,0.0,0.0,0.18,0.0,0.22,0.22
FT9,0.18,0.2,0.0,0.0,0.18,0.0,0.22,0.22
FC5,0.0,0.0,0.36363636363636365,0.29545454545454547,0.0,0.3409090909090909,0.0,0.0
C3,0.0,0.0,0.35,0.3,0.0,0.35,0.0,0.0
F5,0.18,0.2,0.0,0.0,0.18,0.0,0.22,0.22
FT7,0.0,0.0,0.36585365853658536,0.2926829268292683,0.0,0.34146341463414637,0.0,0.0
FC3,0.15625,0.171875,0.0,0.0,0.15625,0.0,0.3125,0.203125
C5,0.17857142857142858,0.19642857142857142,0.0,0.0,0.17857142857142858,0.0,0.23214285714285715,0.21428571428571427
