,F3,AF7,AF3,AFz,TP7,PO7,PO3,AF8
F3,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
AF7,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0
AF3,0.0,0.0,0.25,0.125,0.375,0.0,0.25,0.0
AFz,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0
TP7,0.0,0.0,0.11764705882352941,0.058823529411764705,0.7058823529411765,0.0,0.11764705882352941,0.0
PO7,0.375,0.0,0.0,0.0,0.0,0.625,0.0,0.0
PO3,0.0,0.0,0.25,0.125,0.375,0.0,0.25,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
