,P7,AF3,TP7,P5,PO7,PO3,POz,AF8
P7,0.4444444444444444,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0
AF3,0.0,0.2413793103448276,0.20689655172413793,0.0,0.27586206896551724,0.0,0.0,0.27586206896551724
TP7,0.0,0.22727272727272727,0.22727272727272727,0.0,0.2727272727272727,0.0,0.0,0.2727272727272727
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.17647058823529413,0.17647058823529413,0.0,0.38235294117647056,0.0,0.0,0.2647058823529412
PO3,0.17391304347826086,0.0,0.0,0.0,0.0,0.8260869565217391,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.21212121212121213,0.18181818181818182,0.0,0.3333333333333333,0.0,0.0,0.2727272727272727
