,frontalpole-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2830820770519263,0.21608040201005024,0.08040201005025126,0.05862646566164154,0.11892797319932999,0.0,0.038525963149078725,0.20435510887772193
frontalpole-rh,0.20583468395461912,0.26742301458670986,0.13776337115072934,0.05672609400324149,0.04700162074554295,0.0,0.09076175040518639,0.19448946515397084
insula-rh,0.1348973607038123,0.24633431085043989,0.24633431085043989,0.093841642228739,0.0,0.0,0.16422287390029325,0.11436950146627566
lateralorbitofrontal-lh,0.19230769230769232,0.19230769230769232,0.18681318681318682,0.18681318681318682,0.0,0.0,0.04945054945054945,0.19230769230769232
medialorbitofrontal-rh,0.3054393305439331,0.1297071129707113,0.0,0.0,0.4309623430962343,0.0,0.0,0.13389121338912133
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.10047846889952153,0.2679425837320574,0.2679425837320574,0.03349282296650718,0.0,0.0,0.2631578947368421,0.06698564593301436
rostralanteriorcingulate-rh,0.25051334702258726,0.25051334702258726,0.08418891170431211,0.07186858316221766,0.061601642710472276,0.0,0.03285420944558522,0.24845995893223818
