,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.21261115602263542,0.137429264349232,0.15359741309620048,0.024252223120452707,0.037186742118027485,0.12530315278900567,0.1406628940986257,0.16895715440582054
frontalpole-lh,0.153088630259624,0.18621307072515667,0.17457475380483437,0.01342882721575649,0.0,0.11011638316920322,0.17547000895255147,0.18710832587287377
frontalpole-rh,0.16191275167785235,0.16275167785234898,0.18540268456375839,0.025167785234899327,0.0,0.10654362416107382,0.17197986577181207,0.18624161073825504
lateralorbitofrontal-rh,0.10984848484848485,0.06060606060606061,0.10984848484848485,0.5,0.0,0.0,0.10984848484848485,0.10984848484848485
paracentral-lh,0.12466124661246612,0.0,0.0,0.0,0.8753387533875339,0.0,0.0,0.0
parahippocampal-rh,0.15854922279792746,0.12538860103626942,0.12953367875647667,0.0,0.0,0.3243523316062176,0.11295336787564766,0.14922279792746113
rostralanteriorcingulate-lh,0.1374223602484472,0.1545031055900621,0.16149068322981366,0.023291925465838508,0.0,0.08618012422360248,0.2391304347826087,0.19798136645962733
rostralanteriorcingulate-rh,0.1561119293078056,0.15463917525773196,0.16273932253313697,0.022091310751104567,0.0,0.10751104565537556,0.18556701030927836,0.211340206185567
