,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-rh,0.1590909090909091,0.11363636363636363,0.11363636363636363,0.11363636363636363,0.13636363636363635,0.11363636363636363,0.13636363636363635,0.11363636363636363
insula-lh,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.09803921568627451,0.0784313725490196,0.13725490196078433
insula-rh,0.14893617021276595,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.14893617021276595,0.10638297872340426,0.0851063829787234,0.1276595744680851
lateralorbitofrontal-rh,0.14893617021276595,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.14893617021276595,0.10638297872340426,0.0851063829787234,0.1276595744680851
posteriorcingulate-lh,0.16279069767441862,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.13953488372093023,0.11627906976744186,0.11627906976744186,0.11627906976744186
rostralanteriorcingulate-lh,0.16666666666666666,0.1,0.1,0.1,0.13333333333333333,0.13333333333333333,0.16666666666666666,0.1
rostralanteriorcingulate-rh,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125,0.125,0.25,0.08333333333333333
temporalpole-rh,0.14893617021276595,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.14893617021276595,0.10638297872340426,0.0851063829787234,0.1276595744680851
