,caudalmiddlefrontal-lh,postcentral-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142
postcentral-lh,0.041666666666666664,0.16666666666666666,0.20833333333333334,0.08333333333333333,0.125,0.125,0.20833333333333334,0.041666666666666664
postcentral-rh,0.037037037037037035,0.14814814814814814,0.2222222222222222,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.25925925925925924,0.037037037037037035
superiorfrontal-lh,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.05263157894736842
superiorfrontal-rh,0.045454545454545456,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.045454545454545456
superiorparietal-lh,0.045454545454545456,0.18181818181818182,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.18181818181818182,0.045454545454545456
superiorparietal-rh,0.03571428571428571,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.10714285714285714,0.10714285714285714,0.2857142857142857,0.03571428571428571
superiortemporal-rh,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142
