,parsopercularis-lh,parstriangularis-rh,postcentral-lh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
parsopercularis-lh,0.28125,0.3125,0.0,0.0,0.0,0.203125,0.203125,0.0
parstriangularis-rh,0.21739130434782608,0.43478260869565216,0.0,0.0,0.0,0.16304347826086957,0.18478260869565216,0.0
postcentral-lh,0.0,0.0,0.32857142857142857,0.0,0.32857142857142857,0.0,0.0,0.34285714285714286
superiorfrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
superiorparietal-lh,0.0,0.0,0.3287671232876712,0.0,0.3287671232876712,0.0,0.0,0.3424657534246575
superiorparietal-rh,0.12264150943396226,0.1509433962264151,0.0,0.0,0.0,0.5094339622641509,0.2169811320754717,0.0
superiortemporal-rh,0.16049382716049382,0.20987654320987653,0.0,0.0,0.0,0.2839506172839506,0.345679012345679,0.0
supramarginal-lh,0.0,0.0,0.323943661971831,0.0,0.323943661971831,0.0,0.0,0.352112676056338
