,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.2116788321167883,0.051094890510948905,0.18248175182481752,0.145985401459854,0.0948905109489051,0.1678832116788321,0.014598540145985401,0.13138686131386862
parsopercularis-lh,0.1590909090909091,0.3409090909090909,0.0,0.20454545454545456,0.0,0.18181818181818182,0.0,0.11363636363636363
parstriangularis-rh,0.19130434782608696,0.0,0.26956521739130435,0.11304347826086956,0.11304347826086956,0.17391304347826086,0.02608695652173913,0.11304347826086956
postcentral-rh,0.168,0.056,0.12,0.192,0.096,0.184,0.032,0.152
superiortemporal-lh,0.16417910447761194,0.0,0.16417910447761194,0.13432835820895522,0.26865671641791045,0.14925373134328357,0.014925373134328358,0.1044776119402985
superiortemporal-rh,0.16666666666666666,0.045454545454545456,0.14393939393939395,0.15151515151515152,0.09090909090909091,0.23484848484848486,0.030303030303030304,0.13636363636363635
supramarginal-lh,0.1,0.0,0.1,0.1,0.1,0.13333333333333333,0.3,0.16666666666666666
supramarginal-rh,0.14814814814814814,0.037037037037037035,0.1388888888888889,0.16666666666666666,0.08333333333333333,0.18518518518518517,0.037037037037037035,0.2037037037037037
