,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,parahippocampal-lh,parsorbitalis-lh,temporalpole-lh
caudalmiddlefrontal-rh,0.8193548387096774,0.0,0.0,0.0,0.10967741935483871,0.07096774193548387,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.41422594142259417,0.0,0.0,0.2217573221757322,0.1506276150627615,0.21338912133891214
fusiform-lh,0.0,0.0,0.0,0.4688279301745636,0.26433915211970077,0.20947630922693267,0.057356608478802994,0.0
insula-lh,0.04846938775510204,0.0,0.00510204081632653,0.2755102040816326,0.45408163265306123,0.18877551020408162,0.0,0.02806122448979592
parahippocampal-lh,0.028824833702882482,0.0,0.10864745011086474,0.188470066518847,0.15299334811529933,0.35033259423503327,0.1130820399113082,0.057649667405764965
parsorbitalis-lh,0.0,0.0,0.13114754098360656,0.0942622950819672,0.0,0.19262295081967212,0.5450819672131147,0.036885245901639344
temporalpole-lh,0.0,0.0,0.19784172661870503,0.007194244604316547,0.039568345323741004,0.1079136690647482,0.046762589928057555,0.6007194244604317
