,frontalpole-lh,insula-lh,medialorbitofrontal-lh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
frontalpole-lh,0.8529411764705882,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0
insula-lh,0.0,0.7045454545454546,0.0,0.0,0.0,0.0,0.011363636363636364,0.2840909090909091
medialorbitofrontal-lh,0.20652173913043478,0.0,0.532608695652174,0.010869565217391304,0.25,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.03614457831325301,0.7108433734939759,0.2289156626506024,0.0,0.0,0.024096385542168676
rostralmiddlefrontal-lh,0.0,0.0,0.1888111888111888,0.1048951048951049,0.5454545454545454,0.0,0.16083916083916083,0.0
temporalpole-lh,0.02197802197802198,0.0,0.0,0.0,0.0,0.7472527472527473,0.0989010989010989,0.13186813186813187
temporalpole-rh,0.0,0.0,0.0,0.0,0.23,0.11,0.66,0.0
transversetemporal-lh,0.0,0.24369747899159663,0.0,0.03361344537815126,0.0,0.06722689075630252,0.0,0.6554621848739496
