,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,rostralmiddlefrontal-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.5740740740740741,0.08333333333333333,0.0,0.0,0.0,0.12962962962962962,0.0,0.21296296296296297
frontalpole-lh,0.054187192118226604,0.35960591133004927,0.11822660098522167,0.0,0.04926108374384237,0.19704433497536947,0.08866995073891626,0.1330049261083744
frontalpole-rh,0.0,0.2608695652173913,0.32608695652173914,0.0,0.0,0.14130434782608695,0.13043478260869565,0.14130434782608695
medialorbitofrontal-lh,0.0,0.0,0.0,0.723404255319149,0.0,0.0,0.2765957446808511,0.0
parahippocampal-lh,0.0,0.14035087719298245,0.0,0.0,0.8596491228070176,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.08791208791208792,0.23076923076923078,0.07142857142857142,0.0,0.0,0.34615384615384615,0.0,0.26373626373626374
temporalpole-rh,0.0,0.11594202898550725,0.08695652173913043,0.21014492753623187,0.0,0.0,0.5869565217391305,0.0
transversetemporal-rh,0.14136125654450263,0.1518324607329843,0.06806282722513089,0.0,0.0,0.2513089005235602,0.0,0.387434554973822
