,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.44536082474226807,0.15876288659793814,0.0,0.0,0.12577319587628866,0.16288659793814433,0.0,0.10721649484536082
frontalpole-rh,0.20588235294117646,0.4090909090909091,0.0,0.0,0.00267379679144385,0.24064171122994651,0.0,0.14171122994652408
fusiform-rh,0.0,0.0,0.4064665127020785,0.2748267898383372,0.0,0.0,0.3187066974595843,0.0
inferiortemporal-rh,0.0,0.0,0.25235849056603776,0.41509433962264153,0.007075471698113208,0.0,0.32547169811320753,0.0
medialorbitofrontal-lh,0.18110236220472442,0.010498687664041995,0.0,0.007874015748031496,0.5853018372703412,0.15223097112860892,0.0,0.06299212598425197
medialorbitofrontal-rh,0.19469026548672566,0.2168141592920354,0.0,0.0,0.10619469026548672,0.415929203539823,0.0,0.06637168141592921
parahippocampal-rh,0.0,0.0,0.2926267281105991,0.33640552995391704,0.0,0.0,0.3709677419354839,0.0
rostralanteriorcingulate-lh,0.17307692307692307,0.16346153846153846,0.0,0.0,0.07692307692307693,0.08333333333333333,0.0,0.5032051282051282
