,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.1702127659574468,0.10638297872340426,0.0851063829787234,0.2127659574468085,0.0851063829787234,0.0425531914893617,0.14893617021276595,0.14893617021276595
inferiorparietal-rh,0.046875,0.4375,0.109375,0.078125,0.078125,0.046875,0.078125,0.125
parsopercularis-lh,0.075,0.225,0.175,0.1,0.1,0.075,0.125,0.125
parstriangularis-rh,0.11267605633802817,0.056338028169014086,0.04225352112676056,0.38028169014084506,0.08450704225352113,0.014084507042253521,0.16901408450704225,0.14084507042253522
rostralmiddlefrontal-lh,0.13043478260869565,0.17391304347826086,0.13043478260869565,0.2608695652173913,0.2608695652173913,0.043478260869565216,0.0,0.0
superiortemporal-lh,0.08,0.2,0.2,0.08,0.08,0.12,0.12,0.12
superiortemporal-rh,0.07462686567164178,0.08955223880597014,0.05970149253731343,0.208955223880597,0.0,0.029850746268656716,0.29850746268656714,0.23880597014925373
supramarginal-lh,0.07692307692307693,0.13846153846153847,0.06153846153846154,0.16923076923076924,0.0,0.03076923076923077,0.24615384615384617,0.27692307692307694
