,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,middletemporal-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-rh,0.4965986394557823,0.09523809523809523,0.05442176870748299,0.10884353741496598,0.0,0.06802721088435375,0.0,0.17687074829931973
frontalpole-lh,0.08648648648648649,0.3081081081081081,0.17297297297297298,0.23783783783783785,0.0,0.1945945945945946,0.0,0.0
frontalpole-rh,0.053763440860215055,0.1827956989247312,0.3870967741935484,0.1827956989247312,0.0,0.1935483870967742,0.0,0.0
lateralorbitofrontal-rh,0.0893854748603352,0.24581005586592178,0.1787709497206704,0.2681564245810056,0.0,0.21787709497206703,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0
parsorbitalis-rh,0.06629834254143646,0.22099447513812154,0.19889502762430938,0.23756906077348067,0.0,0.27624309392265195,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.13793103448275862,0.0,0.8620689655172413,0.0
temporalpole-rh,0.3253012048192771,0.0,0.0,0.0,0.0,0.0,0.0,0.6746987951807228
