,bankssts-lh,frontalpole-lh,fusiform-lh,inferiortemporal-lh,insula-lh,lingual-lh,middletemporal-lh,parahippocampal-lh
bankssts-lh,0.3048780487804878,0.036585365853658534,0.17804878048780487,0.0951219512195122,0.05365853658536585,0.14390243902439023,0.04390243902439024,0.14390243902439023
frontalpole-lh,0.05339805825242718,0.5097087378640777,0.07281553398058252,0.014563106796116505,0.04854368932038835,0.07281553398058252,0.16990291262135923,0.05825242718446602
fusiform-lh,0.1492842535787321,0.034764826175869123,0.24948875255623723,0.11451942740286299,0.03885480572597137,0.1901840490797546,0.034764826175869123,0.18813905930470348
inferiortemporal-lh,0.09812108559498957,0.0020876826722338203,0.1419624217118998,0.26931106471816285,0.1837160751565762,0.11482254697286012,0.0041753653444676405,0.18580375782881003
insula-lh,0.06666666666666667,0.015384615384615385,0.07179487179487179,0.2512820512820513,0.32564102564102565,0.09487179487179487,0.0,0.17435897435897435
lingual-lh,0.11153119092627599,0.035916824196597356,0.17391304347826086,0.08128544423440454,0.05860113421550094,0.27032136105860116,0.04725897920604915,0.22117202268431002
middletemporal-lh,0.07,0.165,0.065,0.0,0.0,0.095,0.55,0.055
parahippocampal-lh,0.10509031198686371,0.026272577996715927,0.16091954022988506,0.12643678160919541,0.09852216748768473,0.20525451559934318,0.027914614121510674,0.24958949096880131
