,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,temporalpole-lh
frontalpole-lh,0.5925925925925926,0.14814814814814814,0.018518518518518517,0.0,0.0,0.14814814814814814,0.0,0.09259259259259259
frontalpole-rh,0.1553398058252427,0.4563106796116505,0.0,0.0,0.0,0.34951456310679613,0.038834951456310676,0.0
parahippocampal-rh,0.01020408163265306,0.0,0.9591836734693877,0.0,0.0,0.0,0.0,0.030612244897959183
parsorbitalis-rh,0.0,0.0,0.0,0.46987951807228917,0.21686746987951808,0.0,0.3132530120481928,0.0
parstriangularis-rh,0.0,0.0,0.0,0.2345679012345679,0.4444444444444444,0.0,0.32098765432098764,0.0
rostralanteriorcingulate-rh,0.12598425196850394,0.2992125984251969,0.0,0.0,0.0,0.49606299212598426,0.07874015748031496,0.0
rostralmiddlefrontal-rh,0.0,0.014184397163120567,0.0,0.2127659574468085,0.2127659574468085,0.05673758865248227,0.5035460992907801,0.0
temporalpole-lh,0.08888888888888889,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.9
