,TP10,F4,F8,Fp2,AF7,AFz,AF8,AF4
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.38461538461538464,0.0
Fp2,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.375,0.0,0.0,0.0,0.625,0.0
AF4,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.625
