,Fp1,FT9,Fp2,AF7,AFz,F6,AF8,F2
Fp1,0.32079646017699115,0.00663716814159292,0.28982300884955753,0.12168141592920353,0.10398230088495575,0.09070796460176991,0.022123893805309734,0.04424778761061947
FT9,0.005249343832020997,0.4356955380577428,0.0,0.04199475065616798,0.08398950131233596,0.14698162729658792,0.03674540682414698,0.24934383202099739
Fp2,0.25387596899224807,0.001937984496124031,0.3372093023255814,0.10271317829457365,0.13953488372093023,0.0755813953488372,0.05426356589147287,0.03488372093023256
AF7,0.1261904761904762,0.04285714285714286,0.12142857142857143,0.27380952380952384,0.09047619047619047,0.20952380952380953,0.004761904761904762,0.13095238095238096
AFz,0.12403100775193798,0.07493540051679587,0.18863049095607234,0.10077519379844961,0.39018087855297157,0.05167958656330749,0.05426356589147287,0.015503875968992248
F6,0.07916666666666666,0.11875,0.075,0.18541666666666667,0.04375,0.2791666666666667,0.0,0.21875
AF8,0.05,0.07,0.145,0.01,0.11,0.0,0.61,0.005
F2,0.04148471615720524,0.2096069868995633,0.039301310043668124,0.11790393013100436,0.017467248908296942,0.22489082969432314,0.004366812227074236,0.34497816593886466
