,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.1343669250645995,0.1343669250645995,0.12403100775193798,0.12144702842377261,0.11627906976744186,0.10852713178294573,0.12661498708010335,0.1343669250645995
parsopercularis-lh,0.1343669250645995,0.1343669250645995,0.12403100775193798,0.12144702842377261,0.11627906976744186,0.10852713178294573,0.12661498708010335,0.1343669250645995
parstriangularis-rh,0.12962962962962962,0.12962962962962962,0.12698412698412698,0.12433862433862433,0.11904761904761904,0.1111111111111111,0.12962962962962962,0.12962962962962962
postcentral-rh,0.12834224598930483,0.12834224598930483,0.12834224598930483,0.12566844919786097,0.12032085561497326,0.11229946524064172,0.12834224598930483,0.12834224598930483
rostralmiddlefrontal-rh,0.12672176308539945,0.12672176308539945,0.12672176308539945,0.12672176308539945,0.12396694214876033,0.11570247933884298,0.12672176308539945,0.12672176308539945
superiorparietal-rh,0.12536443148688048,0.12536443148688048,0.12536443148688048,0.12536443148688048,0.12536443148688048,0.12244897959183673,0.12536443148688048,0.12536443148688048
superiortemporal-lh,0.13123359580052493,0.13123359580052493,0.12598425196850394,0.12335958005249344,0.11811023622047244,0.11023622047244094,0.12860892388451445,0.13123359580052493
supramarginal-lh,0.1343669250645995,0.1343669250645995,0.12403100775193798,0.12144702842377261,0.11627906976744186,0.10852713178294573,0.12661498708010335,0.1343669250645995
