,bankssts-lh,caudalmiddlefrontal-rh,fusiform-lh,inferiorparietal-lh,rostralanteriorcingulate-lh,superiorfrontal-rh,superiortemporal-lh,temporalpole-rh
bankssts-lh,0.26903553299492383,0.012690355329949238,0.08629441624365482,0.24873096446700507,0.03807106598984772,0.04060913705583756,0.2436548223350254,0.06091370558375635
caudalmiddlefrontal-rh,0.038461538461538464,0.7307692307692307,0.02564102564102564,0.08974358974358974,0.0,0.0,0.08974358974358974,0.02564102564102564
fusiform-lh,0.17034700315457413,0.0,0.36908517350157727,0.1640378548895899,0.01892744479495268,0.0473186119873817,0.08517350157728706,0.14511041009463724
inferiorparietal-lh,0.23170731707317074,0.026829268292682926,0.07804878048780488,0.28780487804878047,0.05365853658536585,0.03414634146341464,0.24878048780487805,0.03902439024390244
rostralanteriorcingulate-lh,0.14942528735632185,0.022988505747126436,0.04597701149425287,0.2413793103448276,0.2413793103448276,0.05747126436781609,0.19540229885057472,0.04597701149425287
superiorfrontal-rh,0.11538461538461539,0.0,0.07692307692307693,0.10256410256410256,0.04487179487179487,0.4230769230769231,0.08333333333333333,0.15384615384615385
superiortemporal-lh,0.21597633136094674,0.03254437869822485,0.03254437869822485,0.2485207100591716,0.05621301775147929,0.029585798816568046,0.3165680473372781,0.06804733727810651
temporalpole-rh,0.13114754098360656,0.00819672131147541,0.19262295081967212,0.0860655737704918,0.03278688524590164,0.09836065573770492,0.09016393442622951,0.36065573770491804
