,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
parsopercularis-lh,0.5510204081632653,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.16326530612244897,0.10204081632653061,0.08163265306122448,0.0
parstriangularis-rh,0.125,0.6875,0.0,0.0,0.1875,0.0,0.0,0.0
postcentral-lh,0.05263157894736842,0.0,0.868421052631579,0.0,0.0,0.0,0.07894736842105263,0.0
postcentral-rh,0.0625,0.0,0.0,0.7916666666666666,0.125,0.0,0.020833333333333332,0.0
rostralmiddlefrontal-lh,0.17857142857142858,0.08928571428571429,0.0,0.10714285714285714,0.625,0.0,0.0,0.0
superiorfrontal-rh,0.12,0.0,0.04,0.0,0.0,0.84,0.0,0.0
superiorparietal-lh,0.05,0.0,0.125,0.0,0.0,0.0,0.7,0.125
superiorparietal-rh,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.19444444444444445,0.7222222222222222
