,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh
parsopercularis-lh,0.7674418604651163,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.29411764705882354,0.6470588235294118,0.0,0.058823529411764705,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.717948717948718,0.0,0.05128205128205128,0.05128205128205128,0.15384615384615385,0.02564102564102564
postcentral-rh,0.0,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.058823529411764705,0.0,0.8823529411764706,0.058823529411764705,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.05555555555555555,0.0,0.08333333333333333,0.8333333333333334,0.027777777777777776,0.0
superiorparietal-lh,0.0,0.0,0.14634146341463414,0.0,0.0,0.04878048780487805,0.7317073170731707,0.07317073170731707
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.868421052631579
