,CP1,P7,O1,Oz,AF7,F1,PO7,PO3
CP1,0.2222222222222222,0.25925925925925924,0.0,0.0,0.0,0.0,0.25925925925925924,0.25925925925925924
P7,0.061224489795918366,0.30612244897959184,0.0,0.0,0.0,0.0,0.3163265306122449,0.3163265306122449
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0594059405940594,0.297029702970297,0.0,0.0,0.0,0.0,0.31683168316831684,0.32673267326732675
PO3,0.05714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0,0.3047619047619048,0.3523809523809524
