,CP1,P7,O1,Oz,AF7,F1,PO7,PO3
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.4927536231884058,0.0,0.0,0.0,0.0,0.0,0.5072463768115942
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.4788732394366197,0.0,0.0,0.0,0.0,0.0,0.5211267605633803
