,CP1,P7,O1,Oz,AF7,F1,PO7,PO3
CP1,0.6063829787234043,0.0,0.0,0.0,0.0,0.0,0.39361702127659576,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.5066666666666667,0.0,0.0,0.0,0.0,0.0,0.49333333333333335,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
