,CP1,P7,O1,Oz,AF7,F1,PO7,PO3
CP1,0.5945945945945946,0.0,0.0,0.0,0.0,0.0,0.40540540540540543,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.5081967213114754,0.0,0.0,0.0,0.0,0.0,0.4918032786885246,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
