,CP5,P7,P8,Fp2,FC3,P5,PO7,P6
CP5,0.32432432432432434,0.0,0.0,0.0,0.0,0.33783783783783783,0.33783783783783783,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.2777777777777778,0.0,0.0,0.0,0.0,0.37777777777777777,0.34444444444444444,0.0
PO7,0.29069767441860467,0.0,0.0,0.0,0.0,0.36046511627906974,0.3488372093023256,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
