,inferiorparietal-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.0,0.09090909090909091,0.0,0.2727272727272727,0.45454545454545453,0.0,0.0,0.18181818181818182
postcentral-rh,0.0,0.22727272727272727,0.0,0.18181818181818182,0.3181818181818182,0.0,0.045454545454545456,0.22727272727272727
rostralmiddlefrontal-lh,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.25
rostralmiddlefrontal-rh,0.0,0.2,0.0,0.26666666666666666,0.3333333333333333,0.0,0.0,0.2
superiorparietal-lh,0.0,0.14285714285714285,0.0,0.14285714285714285,0.4642857142857143,0.03571428571428571,0.03571428571428571,0.17857142857142858
superiorparietal-rh,0.0,0.10526315789473684,0.0,0.07894736842105263,0.2631578947368421,0.42105263157894735,0.02631578947368421,0.10526315789473684
supramarginal-lh,0.0,0.14285714285714285,0.0,0.19047619047619047,0.38095238095238093,0.0,0.047619047619047616,0.23809523809523808
supramarginal-rh,0.0,0.16666666666666666,0.0,0.16666666666666666,0.4166666666666667,0.0,0.041666666666666664,0.20833333333333334
