,caudalmiddlefrontal-rh,inferiorparietal-rh,postcentral-lh,postcentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.0,0.23157894736842105,0.12105263157894737,0.13157894736842105,0.1368421052631579,0.12631578947368421,0.1,0.15263157894736842
postcentral-lh,0.0,0.16296296296296298,0.21481481481481482,0.14814814814814814,0.23703703703703705,0.14814814814814814,0.044444444444444446,0.044444444444444446
postcentral-rh,0.0,0.12690355329949238,0.09644670050761421,0.2131979695431472,0.1218274111675127,0.18781725888324874,0.1116751269035533,0.14213197969543148
superiorparietal-lh,0.0,0.15204678362573099,0.1871345029239766,0.14035087719298245,0.23976608187134502,0.17543859649122806,0.05263157894736842,0.05263157894736842
superiorparietal-rh,0.0,0.125,0.10416666666666667,0.19270833333333334,0.15104166666666666,0.21354166666666666,0.09895833333333333,0.11458333333333333
superiortemporal-rh,0.0,0.15966386554621848,0.05042016806722689,0.18487394957983194,0.07563025210084033,0.15966386554621848,0.19327731092436976,0.17647058823529413
supramarginal-rh,0.0,0.18831168831168832,0.03896103896103896,0.18831168831168832,0.05844155844155844,0.14285714285714285,0.13636363636363635,0.24675324675324675
