,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,cuneus-rh,frontalpole-lh,isthmuscingulate-lh,isthmuscingulate-rh,lingual-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.3333333333333333,0.3111111111111111,0.0,0.35555555555555557,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.325,0.325,0.0,0.35,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.0,0.6956521739130435,0.0,0.30434782608695654,0.0,0.0,0.0
frontalpole-lh,0.3170731707317073,0.2926829268292683,0.0,0.3902439024390244,0.0,0.0,0.0,0.0
isthmuscingulate-lh,0.0,0.0,0.14705882352941177,0.0,0.6764705882352942,0.11764705882352941,0.058823529411764705,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.2,0.6666666666666666,0.13333333333333333,0.0
lingual-rh,0.0,0.0,0.06451612903225806,0.0,0.0967741935483871,0.0967741935483871,0.7419354838709677,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
