,entorhinal-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parsorbitalis-rh,parstriangularis-lh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5833333333333334,0.23333333333333334,0.0,0.18333333333333332,0.0,0.0,0.0,0.0
frontalpole-rh,0.15384615384615385,0.41025641025641024,0.0,0.32051282051282054,0.0,0.08333333333333333,0.03205128205128205,0.0
insula-rh,0.0,0.0,0.7757009345794392,0.0,0.1308411214953271,0.0,0.0,0.09345794392523364
medialorbitofrontal-rh,0.10975609756097561,0.2804878048780488,0.0,0.3780487804878049,0.0,0.17073170731707318,0.06097560975609756,0.0
parsorbitalis-rh,0.0,0.0,0.175,0.0,0.6875,0.0,0.0625,0.075
parstriangularis-lh,0.0,0.08088235294117647,0.0,0.18382352941176472,0.0,0.4852941176470588,0.20588235294117646,0.04411764705882353
temporalpole-lh,0.0,0.06422018348623854,0.0,0.05504587155963303,0.06422018348623854,0.1834862385321101,0.6330275229357798,0.0
temporalpole-rh,0.0,0.0,0.07142857142857142,0.0,0.047619047619047616,0.09523809523809523,0.0,0.7857142857142857
