,bankssts-lh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-lh,frontalpole-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
bankssts-lh,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365
caudalanteriorcingulate-lh,0.0,0.4392523364485981,0.1588785046728972,0.0,0.16822429906542055,0.14485981308411214,0.0,0.08878504672897196
caudalanteriorcingulate-rh,0.0,0.22012578616352202,0.5534591194968553,0.0,0.050314465408805034,0.07547169811320754,0.0,0.10062893081761007
caudalmiddlefrontal-lh,0.0,0.0,0.0,0.9789473684210527,0.0,0.0,0.0,0.021052631578947368
frontalpole-rh,0.0,0.27350427350427353,0.03418803418803419,0.0,0.6837606837606838,0.0,0.0,0.008547008547008548
temporalpole-lh,0.0,0.24087591240875914,0.10218978102189781,0.0,0.0,0.5182481751824818,0.0,0.1386861313868613
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.1348314606741573,0.11797752808988764,0.10112359550561797,0.0,0.016853932584269662,0.09550561797752809,0.0,0.5337078651685393
