,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
frontalpole-lh,0.5608695652173913,0.0,0.06521739130434782,0.0,0.043478260869565216,0.1391304347826087,0.030434782608695653,0.1608695652173913
frontalpole-rh,0.0,0.9222222222222223,0.0,0.0,0.07777777777777778,0.0,0.0,0.0
isthmuscingulate-rh,0.05379746835443038,0.0,0.4525316455696203,0.03164556962025317,0.25316455696202533,0.0,0.2088607594936709,0.0
parahippocampal-lh,0.0,0.0,0.0759493670886076,0.8544303797468354,0.0,0.0379746835443038,0.03164556962025317,0.0
parahippocampal-rh,0.03333333333333333,0.03888888888888889,0.225,0.005555555555555556,0.5,0.0,0.18055555555555555,0.016666666666666666
pericalcarine-lh,0.17834394904458598,0.0,0.0,0.050955414012738856,0.0,0.7070063694267515,0.03821656050955414,0.025477707006369428
pericalcarine-rh,0.027950310559006212,0.0,0.2111801242236025,0.015527950310559006,0.18944099378881987,0.021739130434782608,0.515527950310559,0.018633540372670808
temporalpole-lh,0.16205533596837945,0.0,0.0,0.0,0.023715415019762844,0.023715415019762844,0.039525691699604744,0.7509881422924901
