,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh,superiorparietal-lh
caudalmiddlefrontal-rh,0.1404494382022472,0.1343632958801498,0.10486891385767791,0.10252808988764045,0.13857677902621723,0.11938202247191011,0.12780898876404495,0.13202247191011235
frontalpole-lh,0.1332391713747646,0.1379472693032015,0.11016949152542373,0.10310734463276836,0.1327683615819209,0.12476459510357815,0.1332391713747646,0.12476459510357815
frontalpole-rh,0.11293634496919917,0.11806981519507187,0.17761806981519507,0.10010266940451745,0.11242299794661191,0.15195071868583163,0.12320328542094455,0.10369609856262833
isthmuscingulate-rh,0.12717770034843207,0.12717770034843207,0.11556329849012775,0.12601626016260162,0.12717770034843207,0.12717770034843207,0.12717770034843207,0.12253193960511034
paracentral-rh,0.13916314057357781,0.13446168312176776,0.10484250117536437,0.10296191819464035,0.13963328631875882,0.11941701927597555,0.12787964268923366,0.1316408086506817
rostralanteriorcingulate-lh,0.11878845243729295,0.12352106010411737,0.14245149077141506,0.10364410790345481,0.11831519167061051,0.15475627070515854,0.1282536677709418,0.110269758637009
rostralmiddlefrontal-lh,0.12846227316141356,0.1332378223495702,0.11652340019102196,0.10458452722063037,0.1279847182425979,0.13132760267430754,0.13801337153772683,0.11986628462273162
superiorparietal-lh,0.14025590551181102,0.13238188976377951,0.10137795275590551,0.10482283464566929,0.1392716535433071,0.11663385826771654,0.12549212598425197,0.13976377952755906
