,entorhinal-lh,frontalpole-lh,frontalpole-rh,lingual-rh,parahippocampal-rh,parsorbitalis-rh,posteriorcingulate-lh,temporalpole-lh
entorhinal-lh,0.8604651162790697,0.0,0.0,0.011627906976744186,0.05813953488372093,0.05813953488372093,0.0,0.011627906976744186
frontalpole-lh,0.0,0.8241758241758241,0.0,0.06593406593406594,0.10989010989010989,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.04838709677419355,0.0,0.6370967741935484,0.23387096774193547,0.0,0.0,0.08064516129032258
parahippocampal-rh,0.02112676056338028,0.056338028169014086,0.0,0.20422535211267606,0.5845070422535211,0.0,0.04929577464788732,0.08450704225352113
parsorbitalis-rh,0.037037037037037035,0.0,0.0,0.0,0.0,0.9382716049382716,0.0,0.024691358024691357
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.15254237288135594,0.0,0.847457627118644,0.0
temporalpole-lh,0.0,0.0,0.0,0.10256410256410256,0.1282051282051282,0.05128205128205128,0.0,0.717948717948718
