,entorhinal-lh,frontalpole-lh,inferiortemporal-lh,lateralorbitofrontal-lh,parsorbitalis-rh,parstriangularis-lh,posteriorcingulate-rh,temporalpole-rh
entorhinal-lh,0.48201438848920863,0.0,0.3237410071942446,0.07913669064748201,0.0,0.03597122302158273,0.0,0.07913669064748201
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.3611111111111111,0.0,0.5,0.1388888888888889,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0410958904109589,0.0,0.08904109589041095,0.5821917808219178,0.23972602739726026,0.0136986301369863,0.0,0.03424657534246575
parsorbitalis-rh,0.0,0.0,0.0,0.3020833333333333,0.5625,0.13541666666666666,0.0,0.0
parstriangularis-lh,0.028037383177570093,0.0,0.0,0.037383177570093455,0.11214953271028037,0.7476635514018691,0.0,0.07476635514018691
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.9629629629629629,0.037037037037037035
temporalpole-rh,0.12087912087912088,0.0,0.0,0.04395604395604396,0.0,0.12087912087912088,0.04395604395604396,0.6703296703296703
