,Fp1,FT9,T7,TP9,F8,AF3,TP7,AF8
Fp1,0.6176470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.38235294117647056
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333
