,FC2,Fp2,AF7,C2,FC4,AF8,F2,FCz
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.40384615384615385,0.15384615384615385,0.0,0.0,0.4423076923076923,0.0,0.0
AF7,0.0,0.34615384615384615,0.3076923076923077,0.0,0.0,0.34615384615384615,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.4074074074074074,0.14814814814814814,0.0,0.0,0.4444444444444444,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
