,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.29411764705882354,0.11764705882352941,0.13725490196078433,0.0,0.23529411764705882,0.17647058823529413,0.0,0.0392156862745098
parsopercularis-lh,0.07894736842105263,0.4473684210526316,0.17105263157894737,0.0,0.07894736842105263,0.11842105263157894,0.0,0.10526315789473684
parstriangularis-rh,0.0684931506849315,0.136986301369863,0.5205479452054794,0.0136986301369863,0.0821917808219178,0.0547945205479452,0.0684931506849315,0.0547945205479452
postcentral-rh,0.0,0.0,0.0,0.625,0.0,0.0,0.375,0.0
rostralmiddlefrontal-lh,0.21666666666666667,0.1,0.13333333333333333,0.0,0.2833333333333333,0.15,0.08333333333333333,0.03333333333333333
rostralmiddlefrontal-rh,0.19642857142857142,0.125,0.10714285714285714,0.0,0.17857142857142858,0.2857142857142857,0.0,0.10714285714285714
superiortemporal-lh,0.0,0.0,0.1276595744680851,0.1276595744680851,0.06382978723404255,0.0,0.6595744680851063,0.02127659574468085
supramarginal-lh,0.06896551724137931,0.13793103448275862,0.034482758620689655,0.0,0.06896551724137931,0.1724137931034483,0.0,0.5172413793103449
