,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.5476190476190477,0.0,0.09523809523809523,0.09523809523809523,0.07142857142857142,0.0,0.0,0.19047619047619047
inferiorparietal-rh,0.0,0.391304347826087,0.2608695652173913,0.0,0.0,0.21739130434782608,0.13043478260869565,0.0
parsopercularis-lh,0.03333333333333333,0.044444444444444446,0.32222222222222224,0.2222222222222222,0.17777777777777778,0.044444444444444446,0.0,0.15555555555555556
parstriangularis-rh,0.04,0.0,0.24,0.36,0.2,0.0,0.0,0.16
precentral-rh,0.042105263157894736,0.0,0.23157894736842105,0.25263157894736843,0.25263157894736843,0.0,0.0,0.22105263157894736
superiortemporal-lh,0.0,0.24,0.24,0.0,0.0,0.52,0.0,0.0
supramarginal-lh,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.9473684210526315,0.0
supramarginal-rh,0.10679611650485436,0.0,0.1941747572815534,0.1941747572815534,0.23300970873786409,0.0,0.0,0.27184466019417475
