,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.17647058823529413,0.0,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.0,0.0,0.17647058823529413
inferiorparietal-rh,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.0
parsopercularis-lh,0.15789473684210525,0.0,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0,0.0,0.15789473684210525
parstriangularis-rh,0.15789473684210525,0.0,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.0,0.0,0.15789473684210525
precentral-rh,0.16666666666666666,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0,0.20833333333333334
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supramarginal-lh,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.9166666666666666,0.0
supramarginal-rh,0.16666666666666666,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.0,0.20833333333333334
