,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.13709677419354838,0.12096774193548387,0.11290322580645161,0.10483870967741936,0.14516129032258066,0.11290322580645161,0.13709677419354838,0.12903225806451613
inferiorparietal-rh,0.13333333333333333,0.125,0.11666666666666667,0.10833333333333334,0.13333333333333333,0.11666666666666667,0.13333333333333333,0.13333333333333333
parsopercularis-lh,0.12931034482758622,0.12931034482758622,0.1206896551724138,0.11206896551724138,0.12931034482758622,0.1206896551724138,0.12931034482758622,0.12931034482758622
precentral-lh,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.11711711711711711,0.12612612612612611,0.12612612612612611,0.12612612612612611,0.12612612612612611
rostralmiddlefrontal-lh,0.13709677419354838,0.12096774193548387,0.11290322580645161,0.10483870967741936,0.14516129032258066,0.11290322580645161,0.13709677419354838,0.12903225806451613
superiorfrontal-rh,0.12931034482758622,0.12931034482758622,0.1206896551724138,0.11206896551724138,0.12931034482758622,0.1206896551724138,0.12931034482758622,0.12931034482758622
superiortemporal-lh,0.13709677419354838,0.12096774193548387,0.11290322580645161,0.10483870967741936,0.14516129032258066,0.11290322580645161,0.13709677419354838,0.12903225806451613
supramarginal-lh,0.13821138211382114,0.12195121951219512,0.11382113821138211,0.10569105691056911,0.13821138211382114,0.11382113821138211,0.13821138211382114,0.13008130081300814
