,Fp1,TP9,P7,FT10,Fp2,AF7,AF3,C6
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.4,0.0,0.2,0.0,0.4,0.0,0.0
P7,0.0,0.0,0.34615384615384615,0.0,0.0,0.0,0.23076923076923078,0.4230769230769231
FT10,0.0,0.375,0.0,0.25,0.0,0.375,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.36363636363636365,0.0,0.18181818181818182,0.0,0.45454545454545453,0.0,0.0
AF3,0.0,0.0,0.3125,0.0,0.0,0.0,0.3125,0.375
C6,0.0,0.0,0.3125,0.0,0.0,0.0,0.1875,0.5
