,parstriangularis-rh,postcentral-rh,precentral-lh,precentral-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
parstriangularis-rh,0.3333333333333333,0.05333333333333334,0.09333333333333334,0.14666666666666667,0.013333333333333334,0.10666666666666667,0.09333333333333334,0.16
postcentral-rh,0.06578947368421052,0.16447368421052633,0.1513157894736842,0.16447368421052633,0.09868421052631579,0.1118421052631579,0.1118421052631579,0.13157894736842105
precentral-lh,0.0891089108910891,0.11386138613861387,0.17326732673267325,0.15346534653465346,0.09900990099009901,0.1188118811881188,0.11386138613861387,0.13861386138613863
precentral-rh,0.11261261261261261,0.1036036036036036,0.12612612612612611,0.17567567567567569,0.06306306306306306,0.11711711711711711,0.13963963963963963,0.16216216216216217
superiorparietal-lh,0.01834862385321101,0.13761467889908258,0.1834862385321101,0.13761467889908258,0.1926605504587156,0.09174311926605505,0.12844036697247707,0.11009174311926606
superiorparietal-rh,0.11046511627906977,0.09883720930232558,0.13372093023255813,0.16279069767441862,0.06395348837209303,0.14534883720930233,0.12790697674418605,0.1569767441860465
superiortemporal-lh,0.08602150537634409,0.0967741935483871,0.11827956989247312,0.1827956989247312,0.06989247311827956,0.11827956989247312,0.17204301075268819,0.15591397849462366
superiortemporal-rh,0.1232876712328767,0.091324200913242,0.1278538812785388,0.1689497716894977,0.0547945205479452,0.1141552511415525,0.1278538812785388,0.1917808219178082
