,Fz,F3,FT9,TP10,T8,FT7,AF8,AF4
Fz,0.2,0.18095238095238095,0.21904761904761905,0.0,0.18095238095238095,0.0,0.21904761904761905,0.0
F3,0.18947368421052632,0.18947368421052632,0.2,0.0,0.21052631578947367,0.0,0.21052631578947367,0.0
FT9,0.17829457364341086,0.15503875968992248,0.24031007751937986,0.0,0.16279069767441862,0.0,0.26356589147286824,0.0
TP10,0.0,0.0,0.015625,0.3125,0.0,0.34375,0.0,0.328125
T8,0.18478260869565216,0.18478260869565216,0.20652173913043478,0.0,0.20652173913043478,0.0,0.21739130434782608,0.0
FT7,0.0,0.0,0.01,0.22,0.0,0.38,0.0,0.39
AF8,0.16176470588235295,0.14705882352941177,0.23529411764705882,0.0,0.15441176470588236,0.0,0.3014705882352941,0.0
AF4,0.0,0.0,0.0,0.20952380952380953,0.0,0.38095238095238093,0.0,0.4095238095238095
