,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.19038461538461537,0.10384615384615385,0.0,0.0,0.19038461538461537,0.1576923076923077,0.17884615384615385,0.17884615384615385
fusiform-lh,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
insula-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.1891891891891892,0.10424710424710425,0.0,0.0,0.1891891891891892,0.1583011583011583,0.17953667953667954,0.17953667953667954
parahippocampal-rh,0.17647058823529413,0.11764705882352941,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413
rostralanteriorcingulate-lh,0.18253968253968253,0.10714285714285714,0.0,0.0,0.18253968253968253,0.1626984126984127,0.18253968253968253,0.18253968253968253
rostralanteriorcingulate-rh,0.18253968253968253,0.10714285714285714,0.0,0.0,0.18253968253968253,0.1626984126984127,0.18253968253968253,0.18253968253968253
