subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S36,Sess02,MOTOR_EXECUTION-LEFT,0.9626865671641791,1.0,0.917910447761194,1.0,bootstrap,critical,rtwin_broadband
S36,Sess02,MOTOR_EXECUTION-RIGHT,0.9762820512820513,1.0,0.9163301282051282,1.0320512820512822,bootstrap,critical,rtwin_broadband
S36,Sess02,MOTOR_IMAGERY-LEFT,1.0155038759689923,1.0,0.9737887596899224,1.059156976744186,bootstrap,critical,rtwin_broadband
S36,Sess02,MOTOR_IMAGERY-RIGHT,1.0,1.0,0.9545454545454546,1.0454545454545454,bootstrap,critical,rtwin_broadband
S36,Sess02,MOTOR_EXECUTION,0.9694843092231151,1.0,0.917120287983161,1.016025641025641,bootstrap,critical,rtwin_broadband
S36,Sess02,MOTOR_IMAGERY,1.0077519379844961,1.0,0.9641671071176885,1.0523057610993658,bootstrap,critical,rtwin_broadband
S36,Sess02,LEFT,0.9890952215665857,1.0,0.9458496037255582,1.0295784883720929,bootstrap,critical,rtwin_broadband
S36,Sess02,RIGHT,0.9881410256410257,1.0,0.9354377913752914,1.038752913752914,bootstrap,critical,rtwin_broadband
S36,Sess02,LEFT_vs_RIGHT,0.0009541959255600085,0.0,-0.09290331002735575,0.0941406969968015,bootstrap,delta,rtwin_broadband
S36,Sess02,IMAGERY_vs_EXECUTION,0.03826762876138101,0.0,-0.051858533907952475,0.13518547311620477,bootstrap,delta,rtwin_broadband
S36,Sess02,ME_LEFT_vs_ME_RIGHT,-0.013595484117872148,0.0,-0.11414083429008814,0.08366987179487184,bootstrap,delta,rtwin_broadband
S36,Sess02,MI_LEFT_vs_MI_RIGHT,0.015503875968992276,0.0,-0.07166578576462301,0.10461152219873138,bootstrap,delta,rtwin_broadband
