,frontalpole-lh,frontalpole-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,temporalpole-rh
frontalpole-lh,0.32886805090421967,0.11989283322170127,0.0,0.15874079035498995,0.18285331547220363,0.11922304085733422,0.0,0.09042196918955124
frontalpole-rh,0.07337526205450734,0.18413696715583508,0.05345911949685535,0.16177498252969952,0.15338923829489867,0.1816911250873515,0.03179594689028651,0.16037735849056603
posteriorcingulate-rh,0.0,0.10931899641577061,0.2974910394265233,0.06511350059737156,0.05197132616487455,0.10454002389486261,0.24850657108721624,0.12305854241338113
rostralanteriorcingulate-lh,0.1027501909854851,0.1650114591291062,0.032467532467532464,0.18716577540106952,0.18678380443086326,0.1646294881588999,0.015278838808250574,0.14591291061879297
rostralanteriorcingulate-rh,0.12060102807433769,0.1601423487544484,0.02649268485567418,0.18149466192170818,0.199288256227758,0.1601423487544484,0.011466982997232108,0.14037168841439304
rostralmiddlefrontal-lh,0.07408720311946118,0.18185040765685928,0.05140021269053527,0.163062743707905,0.1556185749734137,0.18291386033321516,0.03013115916341723,0.1609358383551932
rostralmiddlefrontal-rh,0.0,0.08131241084165478,0.3209700427960057,0.039942938659058486,0.029243937232524966,0.07631954350927246,0.3559201141226819,0.09629101283880172
temporalpole-rh,0.061224489795918366,0.17588126159554732,0.0653061224489796,0.15324675324675324,0.1443413729128015,0.17551020408163265,0.04007421150278293,0.18441558441558442
