,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,paracentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh
caudalanteriorcingulate-lh,0.18450326045262755,0.174530111238972,0.0,0.1549673954737246,0.18335251246643652,0.17069428461833525,0.02186421173762946,0.11008822401227465
caudalanteriorcingulate-rh,0.15477497255762898,0.17929015733626052,0.0,0.17270398829125502,0.15367727771679474,0.18038785217709477,0.03293084522502744,0.12623490669593854
frontalpole-rh,0.0,0.0,0.704,0.0,0.0,0.0,0.268,0.028
paracentral-rh,0.13948256467941508,0.16422947131608548,0.0003749531308586427,0.18672665916760406,0.13835770528683913,0.166854143232096,0.05211848518935133,0.15185601799775028
posteriorcingulate-lh,0.18479938271604937,0.1743827160493827,0.0,0.15470679012345678,0.18364197530864199,0.1705246913580247,0.022376543209876542,0.1095679012345679
posteriorcingulate-rh,0.15228613569321534,0.17551622418879056,0.0,0.17551622418879056,0.15117994100294985,0.17883480825958703,0.03650442477876106,0.1301622418879056
rostralmiddlefrontal-lh,0.03273577552611068,0.05455962587685113,0.18160561184723303,0.08651597817614964,0.03273577552611068,0.05845674201091192,0.3881527669524552,0.1652377240841777
rostralmiddlefrontal-rh,0.11208791208791209,0.1367032967032967,0.014505494505494506,0.16307692307692306,0.11076923076923077,0.1410989010989011,0.10725274725274725,0.2145054945054945
