,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
parsopercularis-lh,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25
parstriangularis-rh,0.03333333333333333,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
postcentral-lh,0.0,0.0,0.6470588235294118,0.20588235294117646,0.0,0.0,0.14705882352941177,0.0
postcentral-rh,0.0,0.0,0.15053763440860216,0.5053763440860215,0.17204301075268819,0.0,0.17204301075268819,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.2125,0.5875,0.2,0.0,0.0
superiorparietal-lh,0.013333333333333334,0.013333333333333334,0.0,0.0,0.21333333333333335,0.6266666666666667,0.12,0.013333333333333334
superiorparietal-rh,0.0,0.0,0.11538461538461539,0.1794871794871795,0.0,0.11538461538461539,0.5897435897435898,0.0
superiortemporal-lh,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25
