,parsopercularis-lh,parstriangularis-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,supramarginal-rh
parsopercularis-lh,0.5604395604395604,0.0,0.0,0.054945054945054944,0.27472527472527475,0.0,0.10989010989010989,0.0
parstriangularis-rh,0.0,0.6551724137931034,0.0,0.3448275862068966,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.3387096774193548,0.0,0.2903225806451613,0.3548387096774194,0.0,0.016129032258064516
postcentral-rh,0.09230769230769231,0.18461538461538463,0.0,0.5384615384615384,0.09230769230769231,0.0,0.09230769230769231,0.0
rostralmiddlefrontal-lh,0.18518518518518517,0.0,0.14814814814814814,0.044444444444444446,0.4148148148148148,0.14814814814814814,0.05925925925925926,0.0
rostralmiddlefrontal-rh,0.013513513513513514,0.0,0.2972972972972973,0.0,0.25675675675675674,0.43243243243243246,0.0,0.0
superiorparietal-lh,0.1509433962264151,0.0,0.0,0.07547169811320754,0.11320754716981132,0.03773584905660377,0.6226415094339622,0.0
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
