,caudalmiddlefrontal-rh,inferiorparietal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.4098360655737705,0.01639344262295082,0.13114754098360656,0.14754098360655737,0.08196721311475409,0.14754098360655737,0.0,0.06557377049180328
inferiorparietal-rh,0.007575757575757576,0.23863636363636365,0.07575757575757576,0.07575757575757576,0.0946969696969697,0.12878787878787878,0.16666666666666666,0.21212121212121213
superiorfrontal-lh,0.042328042328042326,0.09523809523809523,0.24867724867724866,0.14814814814814814,0.15343915343915343,0.1746031746031746,0.031746031746031744,0.10582010582010581
superiorfrontal-rh,0.046511627906976744,0.10465116279069768,0.16279069767441862,0.20348837209302326,0.14534883720930233,0.18604651162790697,0.03488372093023256,0.11627906976744186
superiorparietal-lh,0.030303030303030304,0.12121212121212122,0.14646464646464646,0.12626262626262627,0.1919191919191919,0.1919191919191919,0.06060606060606061,0.13131313131313133
superiorparietal-rh,0.0321285140562249,0.13253012048192772,0.12449799196787148,0.1285140562248996,0.14859437751004015,0.20883534136546184,0.08433734939759036,0.14056224899598393
superiortemporal-rh,0.0,0.23809523809523808,0.037037037037037035,0.037037037037037035,0.06349206349206349,0.1111111111111111,0.26455026455026454,0.24867724867724866
supramarginal-rh,0.01824817518248175,0.20437956204379562,0.08029197080291971,0.08029197080291971,0.09854014598540146,0.13138686131386862,0.1678832116788321,0.21897810218978103
