,caudalmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.21830985915492956,0.13380281690140844,0.15492957746478872,0.14084507042253522,0.14788732394366197,0.10211267605633803,0.0,0.10211267605633803
superiorfrontal-lh,0.11627906976744186,0.22591362126245848,0.13953488372093023,0.10963455149501661,0.09634551495016612,0.14285714285714285,0.0,0.16943521594684385
superiorfrontal-rh,0.15120274914089346,0.14432989690721648,0.1958762886597938,0.13745704467353953,0.14432989690721648,0.10996563573883161,0.0,0.11683848797250859
superiorparietal-lh,0.14130434782608695,0.12318840579710146,0.14855072463768115,0.17028985507246377,0.16304347826086957,0.12318840579710146,0.0,0.13043478260869565
superiorparietal-rh,0.15384615384615385,0.11153846153846154,0.15384615384615385,0.16923076923076924,0.18076923076923077,0.11153846153846154,0.0,0.11923076923076924
superiortemporal-lh,0.10424710424710425,0.16602316602316602,0.11969111969111969,0.1274131274131274,0.11196911196911197,0.19305019305019305,0.0,0.1776061776061776
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-lh,0.0989010989010989,0.1794871794871795,0.12087912087912088,0.1282051282051282,0.11355311355311355,0.16483516483516483,0.0,0.19413919413919414
