,frontalpole-lh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-lh,parsorbitalis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.45555555555555555,0.0,0.18888888888888888,0.07777777777777778,0.0,0.0,0.14444444444444443,0.13333333333333333
lateralorbitofrontal-lh,0.0,0.36893203883495146,0.0,0.20388349514563106,0.10679611650485436,0.14563106796116504,0.009708737864077669,0.1650485436893204
lateralorbitofrontal-rh,0.140625,0.0078125,0.3203125,0.125,0.0,0.0,0.2578125,0.1484375
medialorbitofrontal-rh,0.040983606557377046,0.20491803278688525,0.09836065573770492,0.30327868852459017,0.00819672131147541,0.0,0.08196721311475409,0.26229508196721313
parahippocampal-rh,0.0,0.13432835820895522,0.0,0.0,0.6865671641791045,0.1791044776119403,0.0,0.0
parsorbitalis-lh,0.0,0.1527777777777778,0.0,0.0,0.16666666666666666,0.6805555555555556,0.0,0.0
parsorbitalis-rh,0.1271186440677966,0.025423728813559324,0.2796610169491525,0.11864406779661017,0.0,0.0,0.3050847457627119,0.1440677966101695
rostralanteriorcingulate-rh,0.078125,0.1640625,0.1171875,0.2578125,0.0,0.0,0.1015625,0.28125
