,frontalpole-rh,fusiform-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.0,0.15384615384615385,0.15384615384615385
fusiform-rh,0.16666666666666666,0.125,0.16666666666666666,0.08333333333333333,0.125,0.0,0.16666666666666666,0.16666666666666666
insula-rh,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.0,0.15384615384615385,0.15384615384615385
isthmuscingulate-rh,0.15,0.15,0.15,0.1,0.15,0.0,0.15,0.15
parahippocampal-rh,0.16666666666666666,0.125,0.16666666666666666,0.08333333333333333,0.125,0.0,0.16666666666666666,0.16666666666666666
pericalcarine-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.0,0.15384615384615385,0.15384615384615385
rostralanteriorcingulate-rh,0.19230769230769232,0.11538461538461539,0.19230769230769232,0.07692307692307693,0.11538461538461539,0.0,0.15384615384615385,0.15384615384615385
