,cuneus-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,lingual-rh,parsorbitalis-rh,pericalcarine-lh,rostralanteriorcingulate-rh
cuneus-lh,0.22043010752688172,0.11290322580645161,0.10215053763440861,0.11827956989247312,0.12365591397849462,0.0,0.20967741935483872,0.11290322580645161
frontalpole-lh,0.1111111111111111,0.23809523809523808,0.19576719576719576,0.06349206349206349,0.06349206349206349,0.0,0.1111111111111111,0.21693121693121692
frontalpole-rh,0.11602209944751381,0.2265193370165746,0.23756906077348067,0.049723756906077346,0.049723756906077346,0.0,0.09944751381215469,0.22099447513812154
lateraloccipital-rh,0.11688311688311688,0.06493506493506493,0.045454545454545456,0.2727272727272727,0.2727272727272727,0.0,0.16233766233766234,0.06493506493506493
lingual-rh,0.12025316455696203,0.06329113924050633,0.04430379746835443,0.2721518987341772,0.2721518987341772,0.0,0.16455696202531644,0.06329113924050633
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pericalcarine-lh,0.18421052631578946,0.1,0.08421052631578947,0.15263157894736842,0.15789473684210525,0.0,0.22105263157894736,0.1
rostralanteriorcingulate-rh,0.0979381443298969,0.21649484536082475,0.18556701030927836,0.061855670103092786,0.061855670103092786,0.0,0.10824742268041238,0.26804123711340205
